question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1353,555,Which pricing model will interrupt a running amazon EC2 instance if capacity becomes temporarily unavailable?,on-Demand Instances,Standard Reserved Instances,Spot Instances,Convertible Reserved Instances,,C,
1675,556,A company wants to improve its security and audit posture by limiting Amazon EC2 inbound access. What should the company use to access instances remotely instead of opening inbound SSH ports and managing SSH keys9,EC2 key pairs,AWS Systems Manager Session Manager,AWS Identity and Access Management (IAM),Network ACLs,,B,
1284,557,A company with AWS Enterprise Support needs help understanding its monthly AWS bill and wants to implement billing best practices. Which AWS tool or resource is available to accomplish these goals?,Resource lagging,AWS Concierge Support team,AWS Abuse team,AWS Support,,B,
1665,558,Which tasks require use of the AWS account root user? (Select TWO.),Changing an AWS Support plan,Modifying an Amazon EC2 instance type,Grouping resources in AWS Systems Manager,Running applications in Amazon Elastic Kubernetes Service (Amazon EKS),,AE,
1672,559,Which network security features are supported by Amazon VPC? (Select TWO.),Network ACLs,Internet gateways,VPC peering,Security groups,,AD,
1677,560,Which AWS services make use of global edge locations? (Select TWO.),AWS Fargate,Amazon CloudFront,AWS Global Accelerator,AWS Wavelength,,BC,
1678,561,A retail company needs to build a highly available architecture for a new ecommerce platform. The company is using only AWS services that replicate data across multiple Availability Zones. Which AWS services should the company use to meet this requirement? (Select TWO.),Amazon EC2,Amazon Elastic Block Store (Amazon EBS),Amazon Aurora,Amazon DynamoDB,,CD,
1681,562,Which AWS services can be used to store files? (Select TWO.),Amazon S3,AWS Lambda,Amazon Elastic Block Store (Amazon EBS),Amazon SageMaker,,AC,
1472,563,A company wants to migrate to AWS and use the same security software it uses on premises. The security software vendor offers its security software as a service on AWS. Where can the company purchase the security solution?,AWS Partner Solutions Finder,AWS Support Center,AWS Management Console,AWS Marketplace,,D,
1419,564,Which AWS service or feature is used to troubleshoot network connectivity issues between Amazon EC2 instances?,AWS Certificate Manager (ACM),Internet gateway,VPC Flow Logs,AWS CloudHSM,,C,
1755,565,Which AWS service or feature can help a company determine if it has Amazon S3 buckets that are publicly available?,AWS Service Health Dashboard,Amazon CloudWatch Logs,AWS Trusted Advisor,AWS Service Catalog,,C,
1422,566,Which AWS service or feature provides information about ongoing or upcoming scheduled events that can affect an AWS account?,AWS Config,AWS Systems Manager,AWS Personal Health Dashboard,AWS Trusted Advisor,,C,
1494,567,Which AWS Support plan is recommended for business and mission-critical workloads in AWS environments?,AWS Business Support,AWS Enterprise Support,AWS Basic Support,AWS Developer Support,,A,
1495,568,A large company is using the AWS Cloud for its business units. Each business until uses one VPC for each business application. The company is acquiring other companies that have their own VPCs that run new applications. The company needs to manage connectivity between its existing VPCs and the newly acquired VPCs. Which AWS service can the company use to meet this requirement?,AWS App Mesh,AWS Cloud Map,AWS Transit Gateway,AWS Site-to-Site VPN,,C,
1446,569,"A company previously lost data that was stored in an on-premises data center. To protect against future against future loss of data, the company wants to use AWS to automatically launch thousands of its machines in a fully provisioned state in minutes, in an format that supports data restoration. Which AWS service should the company use to meet these requirements?",AWS Direct Connect,AWS Storage Gateway,CloudEndure Disaster Recovery,AWS Backup,,C,
1697,570,Which of the following services can be used to block network traffic to an instance? (Select TWO.),Security groups,Amazon Virtual Private Cloud (Amazon VPC) flow logs,Network ACLs,Amazon CloudWatch,,AC,
1700,571,A large organization has a single AWS account. What are the advantages of reconfiguring the single account into multiple AWS accounts? (Select TWO.),It allows for administrative isolation between different workloads.,Discounts can be applied on a quarterly basis by submitting cases in the AWS Management Console.,Transitioning objects from Amazon S3 to Amazon S3 Glacier in separate AWS accounts will be less expensive.,Having multiple accounts reduces the risks associated with malicious activity targeted at a single account.,,AD,
1701,572,Which of the following are economic benefits of using the AWS Cloud? (Select TWO.),Consumption-based pricing,Perpetual licenses,Economies of scale,AWS Enterprise Support at no additional cost.,,AC,
1255,573,A company wants to use Amazon Elastic Compute Cloud (Amazon EC2) to deploy a global commercial application. The deployment solution should be built with the highest redundancy and fault tolerance. Based on this situation the Amazon EC2 instances should be deployed:,in a single Availability Zone in one AWS Region,with multiple Elastic Network Interfaces belonging to different subnets,across multiple Availability Zones m one AWS Region,across multiple Availability Zones in two AWS Regions,,D,
1330,574,Which security-related task is the responsibility of the customer in the AWS cloud?,Securing infrastructure at data centers,Maintaining firewall configurations at a hardware level,Maintaining networking among hardware components,Maintaining server side encryption,,D,
1800,575,"A company has a web application that runs on Amazon EC2 instances with a custom Amazon Machine Image (AMI) The company uses AWS CloudFormation to provision the application. The application runs in the us-east-1 Region, and the company needs to deploy the application to the uswest- 1 Region An attempt to create the AWS CloudFormation stack in us-west-1 fails An error message states that the AMI ID does not exist A developer must resolve this error with a solution that uses the least amount of operational overhead. Which solution meets these requirements?",Change the AWS CloudFormation templates for us-east-1 and us-west-1 to use an AWS AMI Relaunch the stack for both Regions,Copy the custom AMI from us-east-1 to us-west-1 Update the AWS CloudFormation template for us-west-1 to refer to AMI ID for the copied AMI. Relaunch the stack.,Build the custom AMI in us-west-1 Create a new AWS CloudFormation template to launch the stack in us-west-1 with the new AMI ID,Manually deploy the application outside AWS CloudFormation in us-west-1,,B,
1692,576,Which task requires the use of AWS account root user credentials?,The deletion of IAM users,The change lo a different AWS Support plan,The creation of an organization in AWS Organizations,The deletion of Amazon EC2 instances,,B,
1667,577,A company is using Amazon EC2 Auto Scaling to scale its Amazon EC2 instances. Which benefit of the AWS Cloud does this example illustrate?,High availability,Elasticity,Reliability,Global reach,,A,
1712,578,Which of the following are benefits of AWS Trusted Advisor? (Select TWO.),Access to Amazon Simple Queue Service (Amazon SQS),Cost optimization recommendations,Hourly refresh of the service limit checks,Security checks,,BC,
